leto,drzava,starostna skupina,spol,prodajalec,odstotek
2017,Estonija,55-74,skupaj,domači,87
2017,Estonija,55-74,skupaj,iz EU,24
2017,Estonija,55-74,skupaj,iz drugih držav,18
2018,Estonija,55-74,skupaj,domači,89
2018,Estonija,55-74,skupaj,iz EU,29
2018,Estonija,55-74,skupaj,iz drugih držav,26
2019,Estonija,55-74,skupaj,domači,88
2019,Estonija,55-74,skupaj,iz EU,26
2019,Estonija,55-74,skupaj,iz drugih držav,29
2010,Estonija,16-24,moški,domači,69
2010,Estonija,16-24,moški,iz EU,41
2010,Estonija,16-24,moški,iz drugih držav,28
2011,Estonija,16-24,moški,domači,80
2011,Estonija,16-24,moški,iz EU,59
2011,Estonija,16-24,moški,iz drugih držav,35
2012,Estonija,16-24,moški,domači,71
2012,Estonija,16-24,moški,iz EU,49
2012,Estonija,16-24,moški,iz drugih držav,32
2013,Estonija,16-24,moški,domači,68
2013,Estonija,16-24,moški,iz EU,63
2013,Estonija,16-24,moški,iz drugih držav,32
2014,Estonija,16-24,moški,domači,66
2014,Estonija,16-24,moški,iz EU,52
2014,Estonija,16-24,moški,iz drugih držav,34
2015,Estonija,16-24,moški,domači,74
2015,Estonija,16-24,moški,iz EU,55
2015,Estonija,16-24,moški,iz drugih držav,41
2016,Estonija,16-24,moški,domači,75
2016,Estonija,16-24,moški,iz EU,48
2016,Estonija,16-24,moški,iz drugih držav,51
2017,Estonija,16-24,moški,domači,77
2017,Estonija,16-24,moški,iz EU,50
2017,Estonija,16-24,moški,iz drugih držav,54
2018,Estonija,16-24,moški,domači,71
2018,Estonija,16-24,moški,iz EU,52
2018,Estonija,16-24,moški,iz drugih držav,58
2019,Estonija,16-24,moški,domači,77
2019,Estonija,16-24,moški,iz EU,53
2019,Estonija,16-24,moški,iz drugih držav,59
2010,Estonija,16-24,ženske,domači,77
2010,Estonija,16-24,ženske,iz EU,40
2010,Estonija,16-24,ženske,iz drugih držav,22
2011,Estonija,16-24,ženske,domači,82
2011,Estonija,16-24,ženske,iz EU,37
2011,Estonija,16-24,ženske,iz drugih držav,13
2012,Estonija,16-24,ženske,domači,81
2012,Estonija,16-24,ženske,iz EU,49
2012,Estonija,16-24,ženske,iz drugih držav,18
2013,Estonija,16-24,ženske,domači,84
2013,Estonija,16-24,ženske,iz EU,50
2013,Estonija,16-24,ženske,iz drugih držav,29
2014,Estonija,16-24,ženske,domači,72
2014,Estonija,16-24,ženske,iz EU,39
2014,Estonija,16-24,ženske,iz drugih držav,43
2015,Estonija,16-24,ženske,domači,78
2015,Estonija,16-24,ženske,iz EU,46
2015,Estonija,16-24,ženske,iz drugih držav,45
2016,Estonija,16-24,ženske,domači,76
2016,Estonija,16-24,ženske,iz EU,36
2016,Estonija,16-24,ženske,iz drugih držav,47
2017,Estonija,16-24,ženske,domači,83
2017,Estonija,16-24,ženske,iz EU,49
2017,Estonija,16-24,ženske,iz drugih držav,56
2018,Estonija,16-24,ženske,domači,82
2018,Estonija,16-24,ženske,iz EU,46
2018,Estonija,16-24,ženske,iz drugih držav,58
2019,Estonija,16-24,ženske,domači,87
2019,Estonija,16-24,ženske,iz EU,43
2019,Estonija,16-24,ženske,iz drugih držav,56
2010,Estonija,25-54,moški,domači,79
2010,Estonija,25-54,moški,iz EU,58
2010,Estonija,25-54,moški,iz drugih držav,28
2011,Estonija,25-54,moški,domači,79
2011,Estonija,25-54,moški,iz EU,60
2011,Estonija,25-54,moški,iz drugih držav,31
2012,Estonija,25-54,moški,domači,78
2012,Estonija,25-54,moški,iz EU,53
2012,Estonija,25-54,moški,iz drugih držav,29
2013,Estonija,25-54,moški,domači,81
2013,Estonija,25-54,moški,iz EU,63
2013,Estonija,25-54,moški,iz drugih držav,33
2014,Estonija,25-54,moški,domači,80
2014,Estonija,25-54,moški,iz EU,52
2014,Estonija,25-54,moški,iz drugih držav,41
2015,Estonija,25-54,moški,domači,82
2015,Estonija,25-54,moški,iz EU,49
2015,Estonija,25-54,moški,iz drugih držav,43
2016,Estonija,25-54,moški,domači,81
2016,Estonija,25-54,moški,iz EU,46
2016,Estonija,25-54,moški,iz drugih držav,42
2017,Estonija,25-54,moški,domači,84
2017,Estonija,25-54,moški,iz EU,55
2017,Estonija,25-54,moški,iz drugih držav,48
2018,Estonija,25-54,moški,domači,83
2018,Estonija,25-54,moški,iz EU,54
2018,Estonija,25-54,moški,iz drugih držav,52
2019,Estonija,25-54,moški,domači,83
2019,Estonija,25-54,moški,iz EU,50
2019,Estonija,25-54,moški,iz drugih držav,57
2010,Estonija,25-54,ženske,domači,88
2010,Estonija,25-54,ženske,iz EU,38
2010,Estonija,25-54,ženske,iz drugih držav,15
2011,Estonija,25-54,ženske,domači,84
2011,Estonija,25-54,ženske,iz EU,45
2011,Estonija,25-54,ženske,iz drugih držav,21
2012,Estonija,25-54,ženske,domači,86
2012,Estonija,25-54,ženske,iz EU,44
2012,Estonija,25-54,ženske,iz drugih držav,22
2013,Estonija,25-54,ženske,domači,85
2013,Estonija,25-54,ženske,iz EU,58
2013,Estonija,25-54,ženske,iz drugih držav,24
2014,Estonija,25-54,ženske,domači,84
2014,Estonija,25-54,ženske,iz EU,46
2014,Estonija,25-54,ženske,iz drugih držav,27
2015,Estonija,25-54,ženske,domači,90
2015,Estonija,25-54,ženske,iz EU,44
2015,Estonija,25-54,ženske,iz drugih držav,32
2016,Estonija,25-54,ženske,domači,86
2016,Estonija,25-54,ženske,iz EU,43
2016,Estonija,25-54,ženske,iz drugih držav,36
2017,Estonija,25-54,ženske,domači,87
2017,Estonija,25-54,ženske,iz EU,43
2017,Estonija,25-54,ženske,iz drugih držav,37
2018,Estonija,25-54,ženske,domači,89
2018,Estonija,25-54,ženske,iz EU,47
2018,Estonija,25-54,ženske,iz drugih držav,42
2019,Estonija,25-54,ženske,domači,91
2019,Estonija,25-54,ženske,iz EU,44
2019,Estonija,25-54,ženske,iz drugih držav,45
2010,Estonija,55-74,moški,domači,NA
2010,Estonija,55-74,moški,iz EU,NA
2010,Estonija,55-74,moški,iz drugih držav,NA
2011,Estonija,55-74,moški,domači,68
2011,Estonija,55-74,moški,iz EU,29
2011,Estonija,55-74,moški,iz drugih držav,24
2012,Estonija,55-74,moški,domači,80
2012,Estonija,55-74,moški,iz EU,27
2012,Estonija,55-74,moški,iz drugih držav,25
2013,Estonija,55-74,moški,domači,88
2013,Estonija,55-74,moški,iz EU,49
2013,Estonija,55-74,moški,iz drugih držav,28
2014,Estonija,55-74,moški,domači,88
2014,Estonija,55-74,moški,iz EU,21
2014,Estonija,55-74,moški,iz drugih držav,17
2015,Estonija,55-74,moški,domači,84
2015,Estonija,55-74,moški,iz EU,29
2015,Estonija,55-74,moški,iz drugih držav,26
2016,Estonija,55-74,moški,domači,89
2016,Estonija,55-74,moški,iz EU,24
2016,Estonija,55-74,moški,iz drugih držav,22
2017,Estonija,55-74,moški,domači,86
2017,Estonija,55-74,moški,iz EU,26
2017,Estonija,55-74,moški,iz drugih držav,22
2018,Estonija,55-74,moški,domači,86
2018,Estonija,55-74,moški,iz EU,36
2018,Estonija,55-74,moški,iz drugih držav,38
2019,Estonija,55-74,moški,domači,85
2019,Estonija,55-74,moški,iz EU,29
2019,Estonija,55-74,moški,iz drugih držav,37
2010,Estonija,55-74,ženske,domači,97
2010,Estonija,55-74,ženske,iz EU,18
2010,Estonija,55-74,ženske,iz drugih držav,0
2011,Estonija,55-74,ženske,domači,61
2011,Estonija,55-74,ženske,iz EU,44
2011,Estonija,55-74,ženske,iz drugih držav,14
2012,Estonija,55-74,ženske,domači,83
2012,Estonija,55-74,ženske,iz EU,44
2012,Estonija,55-74,ženske,iz drugih držav,12
2013,Estonija,55-74,ženske,domači,98
2013,Estonija,55-74,ženske,iz EU,30
2013,Estonija,55-74,ženske,iz drugih držav,7
2014,Estonija,55-74,ženske,domači,90
2014,Estonija,55-74,ženske,iz EU,24
2014,Estonija,55-74,ženske,iz drugih držav,8
2015,Estonija,55-74,ženske,domači,90
2015,Estonija,55-74,ženske,iz EU,23
2015,Estonija,55-74,ženske,iz drugih držav,11
2016,Estonija,55-74,ženske,domači,91
2016,Estonija,55-74,ženske,iz EU,23
2016,Estonija,55-74,ženske,iz drugih držav,12
2017,Estonija,55-74,ženske,domači,88
2017,Estonija,55-74,ženske,iz EU,23
2017,Estonija,55-74,ženske,iz drugih držav,16
2018,Estonija,55-74,ženske,domači,92
2018,Estonija,55-74,ženske,iz EU,25
2018,Estonija,55-74,ženske,iz drugih držav,18
2019,Estonija,55-74,ženske,domači,89
2019,Estonija,55-74,ženske,iz EU,25
2019,Estonija,55-74,ženske,iz drugih držav,23
2010,Irska,skupaj,skupaj,domači,79
2010,Irska,skupaj,skupaj,iz EU,50
2010,Irska,skupaj,skupaj,iz drugih držav,23
2011,Irska,skupaj,skupaj,domači,77
2011,Irska,skupaj,skupaj,iz EU,52
2011,Irska,skupaj,skupaj,iz drugih držav,24
2012,Irska,skupaj,skupaj,domači,73
2012,Irska,skupaj,skupaj,iz EU,62
2012,Irska,skupaj,skupaj,iz drugih držav,29
2013,Irska,skupaj,skupaj,domači,79
2013,Irska,skupaj,skupaj,iz EU,52
2013,Irska,skupaj,skupaj,iz drugih držav,23
2014,Irska,skupaj,skupaj,domači,81
2014,Irska,skupaj,skupaj,iz EU,55
2014,Irska,skupaj,skupaj,iz drugih držav,25
2015,Irska,skupaj,skupaj,domači,79
2015,Irska,skupaj,skupaj,iz EU,59
2015,Irska,skupaj,skupaj,iz drugih držav,25
2016,Irska,skupaj,skupaj,domači,79
2016,Irska,skupaj,skupaj,iz EU,58
2016,Irska,skupaj,skupaj,iz drugih držav,23
2017,Irska,skupaj,skupaj,domači,74
2017,Irska,skupaj,skupaj,iz EU,67
2017,Irska,skupaj,skupaj,iz drugih držav,30
2018,Irska,skupaj,skupaj,domači,75
2018,Irska,skupaj,skupaj,iz EU,60
2018,Irska,skupaj,skupaj,iz drugih držav,26
2019,Irska,skupaj,skupaj,domači,72
2019,Irska,skupaj,skupaj,iz EU,69
2019,Irska,skupaj,skupaj,iz drugih držav,38
2010,Irska,16-24,skupaj,domači,75
2010,Irska,16-24,skupaj,iz EU,47
2010,Irska,16-24,skupaj,iz drugih držav,16
2011,Irska,16-24,skupaj,domači,67
2011,Irska,16-24,skupaj,iz EU,41
2011,Irska,16-24,skupaj,iz drugih držav,17
2012,Irska,16-24,skupaj,domači,65
2012,Irska,16-24,skupaj,iz EU,48
2012,Irska,16-24,skupaj,iz drugih držav,27
2013,Irska,16-24,skupaj,domači,71
2013,Irska,16-24,skupaj,iz EU,42
2013,Irska,16-24,skupaj,iz drugih držav,17
2014,Irska,16-24,skupaj,domači,72
2014,Irska,16-24,skupaj,iz EU,49
2014,Irska,16-24,skupaj,iz drugih držav,20
2015,Irska,16-24,skupaj,domači,73
2015,Irska,16-24,skupaj,iz EU,49
2015,Irska,16-24,skupaj,iz drugih držav,16
2016,Irska,16-24,skupaj,domači,70
2016,Irska,16-24,skupaj,iz EU,52
2016,Irska,16-24,skupaj,iz drugih držav,21
2017,Irska,16-24,skupaj,domači,69
2017,Irska,16-24,skupaj,iz EU,74
2017,Irska,16-24,skupaj,iz drugih držav,37
2018,Irska,16-24,skupaj,domači,61
2018,Irska,16-24,skupaj,iz EU,57
2018,Irska,16-24,skupaj,iz drugih držav,24
2019,Irska,16-24,skupaj,domači,62
2019,Irska,16-24,skupaj,iz EU,65
2019,Irska,16-24,skupaj,iz drugih držav,36
2010,Irska,25-54,skupaj,domači,80
2010,Irska,25-54,skupaj,iz EU,52
2010,Irska,25-54,skupaj,iz drugih držav,24
2011,Irska,25-54,skupaj,domači,78
2011,Irska,25-54,skupaj,iz EU,54
2011,Irska,25-54,skupaj,iz drugih držav,26
2012,Irska,25-54,skupaj,domači,74
2012,Irska,25-54,skupaj,iz EU,65
2012,Irska,25-54,skupaj,iz drugih držav,30
2013,Irska,25-54,skupaj,domači,80
2013,Irska,25-54,skupaj,iz EU,54
2013,Irska,25-54,skupaj,iz drugih držav,24
2014,Irska,25-54,skupaj,domači,83
2014,Irska,25-54,skupaj,iz EU,56
2014,Irska,25-54,skupaj,iz drugih držav,27
2015,Irska,25-54,skupaj,domači,80
2015,Irska,25-54,skupaj,iz EU,62
2015,Irska,25-54,skupaj,iz drugih držav,27
2016,Irska,25-54,skupaj,domači,81
2016,Irska,25-54,skupaj,iz EU,60
2016,Irska,25-54,skupaj,iz drugih držav,23
2017,Irska,25-54,skupaj,domači,76
2017,Irska,25-54,skupaj,iz EU,67
2017,Irska,25-54,skupaj,iz drugih držav,31
2018,Irska,25-54,skupaj,domači,79
2018,Irska,25-54,skupaj,iz EU,63
2018,Irska,25-54,skupaj,iz drugih držav,27
2019,Irska,25-54,skupaj,domači,74
2019,Irska,25-54,skupaj,iz EU,71
2019,Irska,25-54,skupaj,iz drugih držav,39
2010,Irska,55-74,skupaj,domači,82
2010,Irska,55-74,skupaj,iz EU,46
2010,Irska,55-74,skupaj,iz drugih držav,23
2011,Irska,55-74,skupaj,domači,78
2011,Irska,55-74,skupaj,iz EU,53
2011,Irska,55-74,skupaj,iz drugih držav,25
2012,Irska,55-74,skupaj,domači,75
2012,Irska,55-74,skupaj,iz EU,60
2012,Irska,55-74,skupaj,iz drugih držav,29
2013,Irska,55-74,skupaj,domači,82
2013,Irska,55-74,skupaj,iz EU,51
2013,Irska,55-74,skupaj,iz drugih držav,22
2014,Irska,55-74,skupaj,domači,79
2014,Irska,55-74,skupaj,iz EU,53
2014,Irska,55-74,skupaj,iz drugih držav,20
2015,Irska,55-74,skupaj,domači,78
2015,Irska,55-74,skupaj,iz EU,56
2015,Irska,55-74,skupaj,iz drugih držav,23
2016,Irska,55-74,skupaj,domači,81
2016,Irska,55-74,skupaj,iz EU,54
2016,Irska,55-74,skupaj,iz drugih držav,24
2017,Irska,55-74,skupaj,domači,72
2017,Irska,55-74,skupaj,iz EU,61
2017,Irska,55-74,skupaj,iz drugih držav,22
2018,Irska,55-74,skupaj,domači,76
2018,Irska,55-74,skupaj,iz EU,48
2018,Irska,55-74,skupaj,iz drugih držav,24
2019,Irska,55-74,skupaj,domači,77
2019,Irska,55-74,skupaj,iz EU,63
2019,Irska,55-74,skupaj,iz drugih držav,34
2010,Irska,16-24,moški,domači,72
2010,Irska,16-24,moški,iz EU,48
2010,Irska,16-24,moški,iz drugih držav,16
2011,Irska,16-24,moški,domači,65
2011,Irska,16-24,moški,iz EU,39
2011,Irska,16-24,moški,iz drugih držav,13
2012,Irska,16-24,moški,domači,63
2012,Irska,16-24,moški,iz EU,46
2012,Irska,16-24,moški,iz drugih držav,30
2013,Irska,16-24,moški,domači,71
2013,Irska,16-24,moški,iz EU,44
2013,Irska,16-24,moški,iz drugih držav,21
2014,Irska,16-24,moški,domači,71
2014,Irska,16-24,moški,iz EU,54
2014,Irska,16-24,moški,iz drugih držav,21
2015,Irska,16-24,moški,domači,72
2015,Irska,16-24,moški,iz EU,48
2015,Irska,16-24,moški,iz drugih držav,13
2016,Irska,16-24,moški,domači,65
2016,Irska,16-24,moški,iz EU,53
2016,Irska,16-24,moški,iz drugih držav,23
2017,Irska,16-24,moški,domači,72
2017,Irska,16-24,moški,iz EU,68
2017,Irska,16-24,moški,iz drugih držav,42
2018,Irska,16-24,moški,domači,58
2018,Irska,16-24,moški,iz EU,58
2018,Irska,16-24,moški,iz drugih držav,22
2019,Irska,16-24,moški,domači,63
2019,Irska,16-24,moški,iz EU,66
2019,Irska,16-24,moški,iz drugih držav,39
2010,Irska,16-24,ženske,domači,79
2010,Irska,16-24,ženske,iz EU,45
2010,Irska,16-24,ženske,iz drugih držav,16
2011,Irska,16-24,ženske,domači,69
2011,Irska,16-24,ženske,iz EU,44
2011,Irska,16-24,ženske,iz drugih držav,22
2012,Irska,16-24,ženske,domači,67
2012,Irska,16-24,ženske,iz EU,50
2012,Irska,16-24,ženske,iz drugih držav,23
2013,Irska,16-24,ženske,domači,72
2013,Irska,16-24,ženske,iz EU,41
2013,Irska,16-24,ženske,iz drugih držav,13
2014,Irska,16-24,ženske,domači,73
2014,Irska,16-24,ženske,iz EU,45
2014,Irska,16-24,ženske,iz drugih držav,20
2015,Irska,16-24,ženske,domači,75
2015,Irska,16-24,ženske,iz EU,51
2015,Irska,16-24,ženske,iz drugih držav,20
2016,Irska,16-24,ženske,domači,75
2016,Irska,16-24,ženske,iz EU,52
2016,Irska,16-24,ženske,iz drugih držav,19
2017,Irska,16-24,ženske,domači,66
2017,Irska,16-24,ženske,iz EU,78
2017,Irska,16-24,ženske,iz drugih držav,33
2018,Irska,16-24,ženske,domači,65
2018,Irska,16-24,ženske,iz EU,57
2018,Irska,16-24,ženske,iz drugih držav,27
2019,Irska,16-24,ženske,domači,62
2019,Irska,16-24,ženske,iz EU,63
2019,Irska,16-24,ženske,iz drugih držav,32
2010,Irska,25-54,moški,domači,80
2010,Irska,25-54,moški,iz EU,53
2010,Irska,25-54,moški,iz drugih držav,27
2011,Irska,25-54,moški,domači,75
2011,Irska,25-54,moški,iz EU,55
2011,Irska,25-54,moški,iz drugih držav,27
2012,Irska,25-54,moški,domači,73
2012,Irska,25-54,moški,iz EU,67
2012,Irska,25-54,moški,iz drugih držav,35
2013,Irska,25-54,moški,domači,79
2013,Irska,25-54,moški,iz EU,56
2013,Irska,25-54,moški,iz drugih držav,26
2014,Irska,25-54,moški,domači,83
2014,Irska,25-54,moški,iz EU,61
2014,Irska,25-54,moški,iz drugih držav,31
2015,Irska,25-54,moški,domači,79
2015,Irska,25-54,moški,iz EU,67
2015,Irska,25-54,moški,iz drugih držav,30
2016,Irska,25-54,moški,domači,81
2016,Irska,25-54,moški,iz EU,63
2016,Irska,25-54,moški,iz drugih držav,26
2017,Irska,25-54,moški,domači,74
2017,Irska,25-54,moški,iz EU,69
2017,Irska,25-54,moški,iz drugih držav,37
2018,Irska,25-54,moški,domači,77
2018,Irska,25-54,moški,iz EU,67
2018,Irska,25-54,moški,iz drugih držav,33
2019,Irska,25-54,moški,domači,75
2019,Irska,25-54,moški,iz EU,71
2019,Irska,25-54,moški,iz drugih držav,42
2010,Irska,25-54,ženske,domači,80
2010,Irska,25-54,ženske,iz EU,50
2010,Irska,25-54,ženske,iz drugih držav,22
2011,Irska,25-54,ženske,domači,81
2011,Irska,25-54,ženske,iz EU,53
2011,Irska,25-54,ženske,iz drugih držav,24
2012,Irska,25-54,ženske,domači,74
2012,Irska,25-54,ženske,iz EU,62
2012,Irska,25-54,ženske,iz drugih držav,26
2013,Irska,25-54,ženske,domači,81
2013,Irska,25-54,ženske,iz EU,51
2013,Irska,25-54,ženske,iz drugih držav,21
2014,Irska,25-54,ženske,domači,84
2014,Irska,25-54,ženske,iz EU,51
2014,Irska,25-54,ženske,iz drugih držav,23
2015,Irska,25-54,ženske,domači,81
2015,Irska,25-54,ženske,iz EU,59
2015,Irska,25-54,ženske,iz drugih držav,25
2016,Irska,25-54,ženske,domači,80
2016,Irska,25-54,ženske,iz EU,57
2016,Irska,25-54,ženske,iz drugih držav,21
2017,Irska,25-54,ženske,domači,77
2017,Irska,25-54,ženske,iz EU,66
2017,Irska,25-54,ženske,iz drugih držav,27
2018,Irska,25-54,ženske,domači,81
2018,Irska,25-54,ženske,iz EU,59
2018,Irska,25-54,ženske,iz drugih držav,23
2019,Irska,25-54,ženske,domači,73
2019,Irska,25-54,ženske,iz EU,70
2019,Irska,25-54,ženske,iz drugih držav,36
2010,Irska,55-74,moški,domači,79
2010,Irska,55-74,moški,iz EU,52
2010,Irska,55-74,moški,iz drugih držav,27
2011,Irska,55-74,moški,domači,81
2011,Irska,55-74,moški,iz EU,49
2011,Irska,55-74,moški,iz drugih držav,24
2012,Irska,55-74,moški,domači,74
2012,Irska,55-74,moški,iz EU,64
2012,Irska,55-74,moški,iz drugih držav,34
2013,Irska,55-74,moški,domači,80
2013,Irska,55-74,moški,iz EU,55
2013,Irska,55-74,moški,iz drugih držav,26
2014,Irska,55-74,moški,domači,79
2014,Irska,55-74,moški,iz EU,54
2014,Irska,55-74,moški,iz drugih držav,22
2015,Irska,55-74,moški,domači,77
2015,Irska,55-74,moški,iz EU,52
2015,Irska,55-74,moški,iz drugih držav,23
2016,Irska,55-74,moški,domači,80
2016,Irska,55-74,moški,iz EU,54
2016,Irska,55-74,moški,iz drugih držav,27
2017,Irska,55-74,moški,domači,72
2017,Irska,55-74,moški,iz EU,65
2017,Irska,55-74,moški,iz drugih držav,22
2018,Irska,55-74,moški,domači,76
2018,Irska,55-74,moški,iz EU,53
2018,Irska,55-74,moški,iz drugih držav,30
2019,Irska,55-74,moški,domači,74
2019,Irska,55-74,moški,iz EU,69
2019,Irska,55-74,moški,iz drugih držav,41
2010,Irska,55-74,ženske,domači,85
2010,Irska,55-74,ženske,iz EU,39
2010,Irska,55-74,ženske,iz drugih držav,18
2011,Irska,55-74,ženske,domači,76
2011,Irska,55-74,ženske,iz EU,57
2011,Irska,55-74,ženske,iz drugih držav,27
2012,Irska,55-74,ženske,domači,77
2012,Irska,55-74,ženske,iz EU,56
2012,Irska,55-74,ženske,iz drugih držav,23
2013,Irska,55-74,ženske,domači,85
2013,Irska,55-74,ženske,iz EU,47
2013,Irska,55-74,ženske,iz drugih držav,18
2014,Irska,55-74,ženske,domači,79
2014,Irska,55-74,ženske,iz EU,52
2014,Irska,55-74,ženske,iz drugih držav,17
2015,Irska,55-74,ženske,domači,80
2015,Irska,55-74,ženske,iz EU,59
2015,Irska,55-74,ženske,iz drugih držav,22
2016,Irska,55-74,ženske,domači,83
2016,Irska,55-74,ženske,iz EU,54
2016,Irska,55-74,ženske,iz drugih držav,21
2017,Irska,55-74,ženske,domači,72
2017,Irska,55-74,ženske,iz EU,56
2017,Irska,55-74,ženske,iz drugih držav,21
2018,Irska,55-74,ženske,domači,76
2018,Irska,55-74,ženske,iz EU,43
2018,Irska,55-74,ženske,iz drugih držav,18
2019,Irska,55-74,ženske,domači,79
2019,Irska,55-74,ženske,iz EU,59
2019,Irska,55-74,ženske,iz drugih držav,28
2010,Grčija,skupaj,skupaj,domači,60
2010,Grčija,skupaj,skupaj,iz EU,35
2010,Grčija,skupaj,skupaj,iz drugih držav,22
2011,Grčija,skupaj,skupaj,domači,66
2011,Grčija,skupaj,skupaj,iz EU,41
2011,Grčija,skupaj,skupaj,iz drugih držav,24
2012,Grčija,skupaj,skupaj,domači,74
2012,Grčija,skupaj,skupaj,iz EU,41
2012,Grčija,skupaj,skupaj,iz drugih držav,24
2013,Grčija,skupaj,skupaj,domači,72
2013,Grčija,skupaj,skupaj,iz EU,36
2013,Grčija,skupaj,skupaj,iz drugih držav,14
2014,Grčija,skupaj,skupaj,domači,73
2014,Grčija,skupaj,skupaj,iz EU,40
2014,Grčija,skupaj,skupaj,iz drugih držav,21
2015,Grčija,skupaj,skupaj,domači,75
2015,Grčija,skupaj,skupaj,iz EU,31
2015,Grčija,skupaj,skupaj,iz drugih držav,18
2016,Grčija,skupaj,skupaj,domači,85
2016,Grčija,skupaj,skupaj,iz EU,28
2016,Grčija,skupaj,skupaj,iz drugih držav,13
2017,Grčija,skupaj,skupaj,domači,85
2017,Grčija,skupaj,skupaj,iz EU,30
2017,Grčija,skupaj,skupaj,iz drugih držav,13
2018,Grčija,skupaj,skupaj,domači,86
2018,Grčija,skupaj,skupaj,iz EU,35
2018,Grčija,skupaj,skupaj,iz drugih držav,19
2019,Grčija,skupaj,skupaj,domači,87
2019,Grčija,skupaj,skupaj,iz EU,35
2019,Grčija,skupaj,skupaj,iz drugih držav,17
2010,Grčija,16-24,skupaj,domači,54
2010,Grčija,16-24,skupaj,iz EU,29
2010,Grčija,16-24,skupaj,iz drugih držav,16
2011,Grčija,16-24,skupaj,domači,60
2011,Grčija,16-24,skupaj,iz EU,46
2011,Grčija,16-24,skupaj,iz drugih držav,19
2012,Grčija,16-24,skupaj,domači,67
2012,Grčija,16-24,skupaj,iz EU,40
2012,Grčija,16-24,skupaj,iz drugih držav,29
2013,Grčija,16-24,skupaj,domači,67
2013,Grčija,16-24,skupaj,iz EU,33
2013,Grčija,16-24,skupaj,iz drugih držav,14
2014,Grčija,16-24,skupaj,domači,72
2014,Grčija,16-24,skupaj,iz EU,34
2014,Grčija,16-24,skupaj,iz drugih držav,19
2015,Grčija,16-24,skupaj,domači,67
2015,Grčija,16-24,skupaj,iz EU,32
2015,Grčija,16-24,skupaj,iz drugih držav,23
2016,Grčija,16-24,skupaj,domači,78
2016,Grčija,16-24,skupaj,iz EU,25
2016,Grčija,16-24,skupaj,iz drugih držav,13
2017,Grčija,16-24,skupaj,domači,82
2017,Grčija,16-24,skupaj,iz EU,26
2017,Grčija,16-24,skupaj,iz drugih držav,12
2018,Grčija,16-24,skupaj,domači,80
2018,Grčija,16-24,skupaj,iz EU,34
2018,Grčija,16-24,skupaj,iz drugih držav,15
2019,Grčija,16-24,skupaj,domači,83
2019,Grčija,16-24,skupaj,iz EU,41
2019,Grčija,16-24,skupaj,iz drugih držav,21
2010,Grčija,25-54,skupaj,domači,61
